PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,PCA_42,PCA_43,PCA_44,PCA_45,PCA_46,PCA_47,PCA_48,PCA_49,PCA_50,PCA_51,SalePrice
-2.2051958472935778,-1.5209100414965648,3.1311179657403327,2.208864586543206,1.1315139052337497,-0.6979463438852034,0.6331687895762995,-0.8094574408750225,-0.2680372302395046,0.5347711214525835,-0.6629125307548978,0.9569432324930195,-0.2831660289120069,0.0032492788249362994,-0.36592212854462314,-0.13610690665621664,0.3167867413026725,1.1337417653150892,0.8191441171695643,0.0538169991290023,-0.27424923863881817,-0.04450664507515374,-0.36765695669571224,0.05863726509868149,-0.04367045039033996,-0.046687605142734644,-0.10257186707612834,0.5752375653677045,-0.14781368315495622,0.710256172625971,-0.3147510283207171,0.45234048127450677,-0.0513737783579304,-0.03451672108716046,-0.22684141961063622,0.2719019148339697,-0.02530599344432855,0.1655931947568883,-0.05914025669983561,-0.3543114736892012,-0.17587321709937376,-0.11387791219423163,-0.179179477025093,0.08160636152170093,-0.143558182600562,-0.03900174580161346,0.141928343972302,0.22039549204914988,-0.26521347729200645,0.06841761480578698,-0.22238544063451932,208500
-1.6087792475040645,-1.6765856829122638,-1.7528218235192874,-0.992515767233666,-0.0066581971159960915,0.7309336509842246,-0.9047692650625992,-0.3557612733026733,2.1851586887798673,1.58826140549593,2.3364947161509626,-2.451097648532743,1.6358431705767722,-1.9696682540289605,0.04410915487783829,-0.11614603558894579,-0.3838128900314013,-1.411166242722012,-0.037739142819807565,-0.040638869846428616,-0.39808753080767634,-0.047528836610321715,-0.36846407723437213,0.011709495541783696,0.9082688852332761,-0.2955267279101268,0.015425486651323981,-1.2593146294367967,0.31432940544619864,-0.7942136353290923,-1.4635975030622748,-0.7647003316474403,0.8439022593234234,0.4804037607814764,0.4256616605218915,0.740407685987756,-0.6630184473425037,0.3682184208417925,-0.4102629523376183,-0.8963231057692922,0.30730354092998113,-0.31622475100338265,-0.05276728854465658,-0.6681565131002648,-0.04986035173309704,0.4321970603696499,-0.02705685529877094,-0.7990008279005685,-0.053782662107081186,0.2066737154884072,-0.26908839548521135,181500
-3.82235507030577,-0.3094986251663917,0.8156969089595444,1.8943912909334233,-0.2328348982614392,-0.8322082194693577,0.27657821935828136,-0.4862691596205712,0.01610580719306319,0.18416514423114907,-0.30114823472614105,0.9104298362735072,-0.1655093711238298,-0.02254246866026647,-0.430061496657665,-0.36108074152058006,0.1852334515835999,0.7800307357382696,0.6452282834005739,0.33130658378608585,-0.7956599088815994,-0.41508301657185365,-0.4105251397835429,-0.534420404012961,0.07198886689832897,0.3612702334705668,0.23683697239579576,0.8883588465653777,-0.1795506347632594,0.7907665379607937,-0.23324264556627625,0.34660339039025645,-0.26250408363905803,0.2914044937326533,-0.2774641179073346,-0.03531761180871511,-0.39043133373858,0.1477025525073196,0.40055983954331104,-0.07208468282785621,0.2544546384075525,-0.16753764846840666,-0.38309077300047795,0.18075501546985692,-0.19954502416396064,-0.09355735764826538,0.036814435397248185,0.2618309552236693,-0.13714111966137632,0.023422106899805773,-0.15676057329956877,223500
-0.5752018819382735,0.17073891652401896,-2.1989303998288823,1.8127701311154385,-1.3495500908336044,-1.0957326820213418,-1.5211041746503737,-0.3656551348423638,0.32623357560020905,0.7770789733631683,-1.2864223246155668,-1.1492556581495759,-2.1071877489561905,0.3800273830863495,-1.8849467618464741,0.6758170123883371,-1.0409860587758366,-0.014797705785946377,0.5018535920464174,-0.00813310560149639,0.3935046855332937,0.28053581561846713,-0.5434303187292351,0.07496433030143491,-0.7805174257697598,1.0327669009368272,-0.5219997414912095,0.36646498082662454,0.9092083721083601,0.011269883952537902,0.6436489658050549,0.48087273762647753,-0.430912428433148,0.10492205696568001,0.7448553793563351,-0.5100420997974313,0.11747827631673605,0.339552407642279,0.29963608557888327,0.41221493457843533,-0.048911161806948274,1.1757168550287849,-0.6823462689085951,0.021014852409971654,0.9234948606511715,0.038475510150142916,0.058210795286314086,1.1457854156457687,-1.118547142556581,0.04488792339495164,0.6647099501923946,140000
-5.230659724957178,0.2026200538353858,0.477332280460366,1.7356491425618397,1.339010060953132,-0.8630821700419226,-0.02444831296890709,-0.10570273346233855,1.094782252118169,-0.603475762296233,0.5714727365300113,-0.1585286796734732,-0.12085931971918709,0.654879280963997,-0.5861548667185588,-0.0893710254265824,0.4690092121234959,0.48910703187573135,-0.10629567454679749,-0.08669033815090936,0.04615280079064418,0.08582568813963694,-0.735113434038681,-0.5608336510369801,-0.3861038565993571,0.9943217524244641,-0.038959712502232055,-0.1796305407134412,0.2619886866115417,0.42756131603539976,-0.016580209318752488,0.1362252144179923,0.027318040366199975,0.4997296372638606,0.18411920897857226,0.35072296141506526,-0.07635372150510181,-0.08954591420368996,-0.01436825306194205,-0.10507370377627852,0.34910349426170967,0.0674161147957379,-0.23034614436124692,0.08459672989822736,0.08869321675233925,0.07406465250552853,-0.1919800449332931,0.3082104998686021,-0.008246420088999963,-0.09200713350333987,-0.04270957705489782,250000
-0.26298488310252055,-3.1293138406204886,1.2480863142591698,1.4311708474532385,0.9824983492012294,0.8261622258999954,-0.04958947367430973,-1.8439590280003881,0.5245287366307436,-2.1909554914047473,-1.1595758066454986,0.9886978896994334,-0.7338939367088136,-0.383551812411288,0.5905145786105152,-0.856184921008932,0.08372008183676714,-0.6687068909637259,1.154251100964951,0.8304035642543711,-0.1429817819801229,1.3247393102081553,-0.24904840088490252,-0.6609521510513798,-1.1381045243503105,-0.7568501928281829,0.04540190526839744,1.135908660938238,0.6853887859875699,0.6891298057910229,-0.8227616046800559,-0.08618951109201677,0.22870925416677876,-0.36513811428560516,-0.41080536450749416,-0.11345307786606054,0.6573461825454656,-0.06254504751609857,0.030532845994421354,0.5686877606263521,0.3761142196592221,-0.38501657195112127,-0.579926857357395,-0.3044270086101914,0.6485572388279618,-0.08931164501936302,0.11133435841858487,0.03119730832261782,0.5973989809727501,-0.21669480069093616,-0.508383288684511,143000
-5.201235460085753,-1.2270943348257881,0.13257886722370382,-1.2802202667105411,-0.8952404083823363,-0.887005247300391,-0.7830251063328707,0.3055766418060229,-0.6275414663203781,-0.4283967403077171,0.3232701646235333,-0.003968111499099542,0.03199403126094837,-0.8897489422498949,-0.12930559651390036,-0.24196588106589786,-0.0022689828110781713,0.5828870173142247,-0.24235844205635718,-0.4457082499316968,0.46120961037272024,-0.12299426469356707,-0.5525575535372901,0.16075153043238238,0.15101696017946084,0.6774950906164239,-0.14316869732133006,-0.04025299523889134,-0.14849813532846226,-0.14407820000931312,-0.6149727214419229,0.7181163283547062,0.3096359473355364,-0.2807891462851267,-0.3679749959592381,0.22088810876775744,-0.40140647968045545,-0.29701940843113367,-0.5418388663625847,-0.22690468620289483,-0.10692515876616808,-0.30681631878324567,0.08666891615701838,-0.5264761532204346,-0.01871566875952155,-0.0067363013615767105,-0.13785734786431939,-0.10422735741324851,0.4625778951817575,0.5291849638585531,0.4137225044990093,307000
-2.997198553753283,-0.5287646857843874,-2.4292264084651998,2.3221294199125415,1.3323231537566234,1.6863377190555917,-0.4244937956243652,2.2804213581630104,-0.5932766665102506,0.4021567182660698,-0.8488883982097474,0.47349725247620517,0.19392134081525006,1.333245984588587,-2.2837564725560853,-0.21583600113425577,0.9305304896915936,1.1112112054191718,0.1859457241468731,0.37328922748348087,1.2729181286436304,0.41654014196682143,0.3688050481699207,-0.9461467192278161,1.0059085337051454,-0.22295412387849772,0.4287058185538454,0.1198970602624009,0.5523146514679019,-0.03350791696994074,-0.6230391065961529,0.25646183941212625,0.46470101364584404,-0.32818796180613063,0.6153368227580049,-0.23788936188710738,-0.04899308274365455,0.86775563211023,0.0019362063330949561,0.6463561177087882,0.8902496249767888,0.37885776628455997,0.35204724509858304,-0.4204366934754801,0.21574219496904817,0.9105822566667106,-0.31062697746573337,-0.7568833027674621,0.32231696291055634,0.815687197708183,-0.15129718749761933,200000
2.4186261318532187,3.5583881127448103,-1.6236463856878622,0.6842328950688505,-1.7469366480033723,-1.5562115907601854,-0.7689113546569347,2.0278385427994476,-1.297783869486079,-0.6166572789463691,-1.367211975032322,-2.448838202625698,0.5981975159859236,0.3255485784193588,-1.0128391348593742,0.018200902143356564,-0.8964555785914664,-1.0893083765252702,-0.047424854312211086,0.18692826012200794,0.3018997710314862,1.730848499684386,0.239507210418827,-0.4840512639849411,-0.5888696583258181,-0.20405014085901613,0.37258912216448553,-0.12146926932530741,-0.27174043232943806,-0.19805011530820887,-2.0147133096233607,0.7807848810867952,0.3496309309088703,-0.3611338714553695,0.2960456653908235,0.06876259833917035,-0.46824271423348535,1.1038079771616913,-0.10522478950199303,0.45169448458434264,0.8911890486760705,1.3355050046564483,0.7836808225732077,0.20087672369762025,0.42236228126760084,-0.20046407814740108,0.11047909855541292,-0.5613152674952909,-0.7744176287644035,-0.10799410690018357,-0.41570653751018755,129900
0.2015664599937897,-2.50523449507374,-1.8320609016800389,1.7902268498240141,-2.458386106624262,-1.8479394491656222,0.5940568672428467,0.9058709117203387,0.11121049382515118,-0.46199481307526175,-1.905170342532316,-1.4085874455620166,1.1264358797141796,-0.18820151020805853,0.1064356142284906,1.485175531709018,-1.9645500251401928,-0.5817365119049401,-0.7568009938519474,1.6486901006734218,-0.8874893762359911,0.7304217312200801,-1.2049599392177492,-1.8519740581798367,0.6486287699959626,-1.458931654190571,-0.35274851838595195,-0.02728872026861398,-0.15886177556289763,-0.18076475511316664,-0.42021261542503135,0.4935730186476647,-0.522371923246416,0.3517025141986652,-0.0037005922268498136,-0.23890515019862194,-0.17142583632855168,-0.05765712953397601,-0.6398416570597878,-0.5975707800235477,0.5574653052025765,-0.06868357826092852,0.5966383208306755,0.6221496742696343,-0.040385140067811985,0.7649610971481724,0.2234335785231337,-0.6295826203730814,-0.7690354761397281,0.6438874628509343,-0.22566154239529257,118000
