Id,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,PCA_42,PCA_43,PCA_44,PCA_45,PCA_46,PCA_47,PCA_48,PCA_49,PCA_50,PCA_51,PCA_52,PCA_53,PCA_54,PCA_55,PCA_56,PCA_57,PCA_58,PCA_59,PCA_60,PCA_61,PCA_62,PCA_63,PCA_64,PCA_65,PCA_66,PCA_67,PCA_68,PCA_69,PCA_70,PCA_71,PCA_72,PCA_73,PCA_74,PCA_75,PCA_76,PCA_77,PCA_78,PCA_79,PCA_80,PCA_81,SalePrice
1,-2.0719305102416445,-1.82721457989211,2.6554896638424745,2.4943146470958006,0.946678959972453,0.28841979647477767,0.04550193637011131,0.8779249605790139,0.1051658594673063,1.5976818607092758,0.29047158344814333,-0.7645036814747231,-0.6697485890384985,-0.2593530876952836,0.5815435528075654,0.28252147981625403,-0.6656002501511271,0.23267010667402224,-0.04841445303102003,0.062215406132806156,0.5993627000586815,-0.1809950953501361,-0.6992896407113877,-0.3421202952344699,-0.04331967736025639,0.012334966442343272,-0.29215850884695227,-0.09972349794404317,-0.008143003374207047,0.15185639030542697,-0.036583499582243426,0.11070414809609554,-0.1065204898733845,-0.294518246549519,0.6738138020133324,0.7969714298526234,0.07412394016580375,-0.32350471927151037,-0.22838809122317594,-0.042075172619980956,-0.2025104925712301,0.08646492270628467,-0.18820918898831787,-0.2897490751064092,0.051003556573103674,-0.15213156915952786,-0.2951828253225119,0.17240575133996014,0.2733073250821329,0.20707034016647105,-0.18362745014808837,0.2861971658756283,0.06752996206372373,0.020038319216330657,0.027358350766474245,-0.1441948760303703,-0.05390274830680974,-0.19876942040549264,0.017808458960795207,-0.020757322485580567,0.1789601060822809,0.0720165937455592,-0.18032461849074616,-0.1267079550842548,0.31437034540422926,-0.005377814474851839,-0.028172176031155526,0.27771808585820534,-0.13021127193664195,0.14224250392999416,0.1610384314435263,-0.056910195899360284,0.002842885643598603,0.03537924621594829,-0.019125777603457763,0.01120106850588917,-0.007384531499833541,-0.030221827389224246,0.06551985257030868,-0.04556332088602399,-0.012639459691003952,208500
2,-1.710598451405366,-1.6673594604216675,-1.5244584659746123,-1.232442448855641,-0.05608378563275146,0.3037776468002169,-0.8193635313500139,0.9026250519014647,-1.4874024260039038,-2.299993013719888,-0.7379800376866794,2.278002627518236,0.6594631483205269,-1.7355592418654742,1.1970401835681523,-0.30198850782401454,-1.6187848781675696,-1.622666490520808,-0.06524430704481002,0.4873250577209745,0.9453803968646499,-0.29097410990855443,0.44143270451922945,0.8793426319302919,0.3698919872347842,-0.09916755865768309,-0.8754766210079169,0.8882973352776053,-0.5508279287234196,-0.39896368785943936,-0.4741113889076424,-1.0470205371479413,0.274271912266443,1.53432756510927,-0.27995639844170744,-0.10135685179195061,0.7417569236211814,0.6024169655598299,0.2922198433555473,0.17871290053494346,-0.024539629778146752,0.15831943207513294,-0.40240448374114307,-0.6825728341824236,0.7474444542676393,0.5314759772484973,-0.2988566278197296,0.6382674240094073,-0.43295437133534265,-0.43206472953569386,0.1721729596152929,-0.6252494990180504,-0.6040932863624708,0.4004756494299298,0.03386744669187029,-0.36037215226973385,-0.36916385758907755,0.06577243907824643,-0.39280656051003476,-0.27615930632492053,0.68324877166452,0.2056810232940713,-0.0857083658751128,0.45507464086993704,-0.16306858838903457,0.13330454304044645,0.029596417106001117,0.1486855077781658,0.48490719027926543,-0.21721857126051378,-0.11845232627975735,-0.05586504879304724,-0.2125125971101167,-0.030393266025988967,0.25858942020348874,-0.17312663082908777,-0.31635357340141734,-0.240854921673394,0.24308560716525532,0.10209612533782195,0.8285102777787653,181500
3,-3.6337668430332917,-0.45397737733213034,0.4491520445476403,1.6590526632591434,0.09478226799191362,-0.7842669323755412,-0.0025462257351782968,0.6940904504826514,-0.11410748089728977,0.5877517169084039,-0.0509232994894727,-0.9913401654403566,0.5576617572076343,-0.21621554754864308,-0.3447577829024288,0.22573985822540646,-0.2443426082928713,-0.1310260575202891,-0.1262956978944422,0.8065560608359381,-0.6814771144101096,0.12382846996301654,-0.1678761005853536,-0.06044138170353618,-1.0455396981026124,-0.2206352621987458,0.1999149534841831,-0.7328843148555555,-0.4015060712191271,0.14993978992031476,0.1937562292824296,0.2601782060854293,-0.2343668170573876,-0.2374827328081945,0.4520381187223411,0.7453078507379657,0.33852930233119144,-0.20413595996391673,-0.4909079959541601,-0.1709731267170916,-0.1420376568330878,0.10197363891236844,0.2926467915242064,-0.04200088089920763,0.25723252998867663,-0.1631825080297945,-0.30943087598124014,0.0413810297481178,0.2289598467670809,0.492830770005497,-0.4181591917520116,0.18008355149445424,0.015761348867306228,-0.00852659024092177,0.21067320491305652,-0.06291088282312315,-0.20730408618744703,-0.1494467213440993,-0.0310613284748968,-0.09205454836949635,0.1831331127357194,0.046049255731443826,-0.1859621103821078,-0.05797003258454163,0.18382751847174217,0.16954809308310834,-0.06251885513534394,0.3060845133799114,-0.3251551839777971,0.1581900084067468,0.049193863341395,-0.12109262672842054,0.004141090446273782,0.04087716003930105,0.005555266293024254,0.027615909923502813,-0.0008949023369123408,-0.056564805386258014,0.059164160969586245,-0.02864655561014747,0.0004019754372700243,223500
4,-0.4557504384312513,0.11616127281444652,-2.746755390116003,0.7147854745611677,0.17366885591761994,-0.7580807343963583,0.2209115497412414,2.22830950020931,3.3579326299545866,-1.048877860966498,0.8108406769943556,-0.8796152684260774,-0.8575491220166052,-1.1220427971482039,0.42988220733250027,1.529174616768123,-0.2536952305075676,0.8431205291939469,-1.7594709455060966,-0.2091431981200778,0.29210008765797324,-0.45693094186156885,-0.9924808413568208,0.4981872334978381,0.6043377323398393,0.48380485555827923,0.734337549960521,-0.011398103278409382,-0.1521828379889449,1.0586348268186594,0.14172723305253787,1.4203189410949706,0.7568436402486994,-0.08245675862864893,-1.3957924709879288,0.11469146693839113,0.4484944547831161,-0.4075965675892595,0.7467526639652915,0.10913418918316849,-0.823686303027882,0.4341411326326117,0.22594434735385177,-0.1475062862332106,-0.4671897949922886,-1.295085197236012,0.34859738025963416,-0.13599238176520012,0.2963357834559831,0.0704532283974744,0.08569278126949445,0.5423833342013838,0.6569479379751185,-0.7912336614550594,-0.6850777881331439,0.6538556038147915,-0.26656870544706646,0.08701894191189302,0.062193456184007234,0.32630143576485476,0.5047561553823886,-0.4286935999082043,-0.2194695609048985,0.28554969244068223,0.5390784393042771,0.8527836165556533,0.05672993947923813,-0.43587230007963446,-0.20468959621560429,0.10487076703671805,-0.09330153338143678,0.09031958356743462,-0.10236659968633789,-0.0728411561332699,-0.017940633701187692,0.051749110184960624,0.28547169431542274,0.03648875011822748,0.21215485693247255,0.07026677504586394,0.13794654973978432,140000
5,-5.111032255048069,0.2419684386810293,0.21118074822294006,2.1693534466041946,-0.060008693604135736,0.8845609055533707,0.3342527210764784,0.4239554200236189,-0.6237692386040755,-0.3058093552004626,0.031004310921843546,-0.7147635002395457,0.570349623198611,-0.48179967941206986,-1.4097961905420293,0.38938974369093493,-0.1296187098647692,0.0007373009789372628,0.5374537899470615,0.5714828269172092,-0.9466514679345508,0.588579124127713,0.434821192109437,0.2436531037018981,-0.6803488323986236,-0.6295733685963715,0.1017675513710551,-0.6893108277890189,-0.7897200056121918,0.4417686667648954,0.271501591118537,0.5679190243403395,0.1953899868111451,-0.16281072507397137,-0.46603844309984704,0.6729789752103096,0.3741156405660224,0.21662103903079719,0.11938689367997872,0.11713315620056734,0.3764420170710373,0.2181142091958776,0.038917735349148996,-0.07448258681218016,0.38279615644226006,-0.19475637955943392,-0.17814835662566442,-0.022008069751221587,0.01911504574582051,0.1542466271883357,-0.011017857097577771,-0.021577028637744078,0.1292758752112341,-0.13725446619056939,0.17505055829367383,0.0656306473760874,-0.10657005135848321,0.13950710232862512,-0.13580175592284216,-0.11158301767358138,0.006326871763969863,0.02874579376812173,-0.12397650929494221,0.13788705255801945,0.039065373073068274,0.11023418441611822,0.3558094276213793,-0.14007626439623783,0.2649001358350872,-0.3014809537067545,-0.29674372984831,-0.07543770208383718,-0.09922611287003609,0.11056698626544766,0.01294168112303227,-0.08140645512431739,-0.26880939050012653,0.010608539988388998,0.18089225499440173,0.14255335001239008,0.5401273717049301,250000
6,-0.27255304442030415,-3.4759325989403123,0.8179740245624669,0.39098522618225623,1.6193014846811493,0.8536877934804886,-1.527172946461028,0.8386183237610945,-0.468666635842457,2.7631424779536395,-1.7830823109495955,0.16990183967909187,5.174954062941331,-0.9402296715113589,0.13959336709887474,-3.278682648826536,1.9597763722594974,8.259086828973247,-0.9154429742974948,2.085829935644885,-0.5712778291741357,0.423290715074557,0.7826889780108978,1.195517888413032,1.4464974384906133,0.9241625125429639,0.1893417155278687,-1.153703343996708,-0.20038718516905366,0.4753719342454754,-0.2146648953537786,0.44032838577165534,-0.4245297340741752,0.8391932151812921,0.8419959503742664,0.8862679068248629,-0.0888550545818068,0.02109787746633103,-0.1642958410197476,0.59971878877165,0.11444448415803249,-0.22920066047990356,0.3657155566768828,0.3146831259541414,0.13853425494697522,-0.5909048528716414,-0.18005219692926913,-0.13480528249614873,-0.09310241718259175,-0.11060373495470899,0.32262843180414885,-0.203386908942605,-0.04437705807491903,-0.2776444980752136,0.6595244183514586,-0.0619903892175917,0.8940128055664828,0.10801533166580758,0.3619367854350653,-0.07689521216346817,-0.1808257577217141,0.14951914029916813,-0.012484890808936343,0.2269184003653549,-0.36567351739171794,0.19788935174621877,-0.35805102056043847,-0.3898506658575975,-0.2565121650996896,0.20486443710423635,-0.13482029487747707,0.6943790915570046,-0.13541796345642593,0.8186322116192374,-0.28874296904940133,0.2589760317781438,0.03013123961921765,0.09635966050254194,0.21203339967489457,0.18801827372250887,-0.03481020805484104,143000
7,-5.122840631750556,-1.5795833261429995,-0.06708934170880747,-1.0448478736665996,-1.6125864876344913,0.031190779267026736,0.06184507990848499,-0.07054876119709291,0.4815425977141377,-0.3376730340574743,0.17469616379844866,-0.2965156491533366,0.8581987595512465,-0.39804725959141257,-0.5232824796230664,0.33987414346236544,-0.29979771534664046,-0.6745670352286134,0.4984222059560053,0.14863325960943236,-0.14260719522192578,-0.14530313449833993,-0.01990189075510001,0.06654121073278965,0.489353047510532,-0.2825458043678718,-1.0258219981610064,0.5045037453208449,-0.24727176348744626,0.33025933393968654,0.03445771591498761,0.12445369707319798,-0.04087259803273252,0.5151300098487263,0.43402221465906843,0.321413492964603,-0.8739144686202104,-0.10451623184467539,-0.394129652207355,-0.05776528465546603,0.46205424952012925,0.3200066513342088,-0.443699109896002,-0.1664164141527069,0.04019831573346351,0.330741306319588,-0.10473487103110328,0.3587196341997441,-0.38597705821846223,-0.24722310438369188,0.3166995929761942,-0.27720533598343444,0.184331778468508,0.08523250829218947,-0.025747414599226196,-0.2573250284079234,-0.356097071469853,0.1420549542527098,0.254307729779841,0.07417766171415276,-0.34664724835112926,-0.34598233313711046,0.27054409805719914,0.5319066085909304,-0.39598808946334785,0.19157562571373882,-0.0038451925908003356,0.15840043437018347,-0.12746615737905853,-0.03397832857211655,0.06772409169458034,-0.0824406612235818,0.1324843073249475,0.023537534448832092,-0.09314451119747491,0.021885309451718467,-0.18628858842832216,0.07108218291258529,-0.09539096231103596,0.12142267631071994,-0.2205737587038689,307000
8,-2.988122124616799,-0.14872377825750932,-2.5516329246466216,2.226219486319001,0.5491536818204668,0.0419633014976763,-0.6974256516252945,0.7724383650286939,0.32318822665352603,-1.1551636594850725,1.1459467728889232,0.34606514888641365,-0.3587967837504857,0.5438140472721834,-1.4106813534801708,1.1905618470696817,1.9712682124311096,0.8624840049334802,-1.5926319972922567,-0.8866617011180221,-0.8451100810106774,2.635181808552303,-0.09959376958733257,-2.1698185344362773,-0.05333173849451203,-0.6637169564122969,0.7574968264744192,1.0038081164416328,-1.478303811379115,-0.11599556143613347,-0.18689830004466118,-0.5589740509795145,0.07489106470425147,1.1962664968930696,-0.7226515062533599,0.6503988533380329,-0.1834183689763778,0.09047006877506532,0.7444690635934718,-0.09298119736781929,-0.6564890468416756,0.1278147248882952,-0.06574522277797719,0.5369859915593076,0.6266911094252243,0.14301928636895145,0.7005748257545555,0.3392244905616974,0.21519938678810727,-0.8038429176466896,0.09014763485106717,-0.9473405933914663,-0.3244240150743968,0.1896285327662081,-0.09566426356554812,-0.6908636417594594,0.027601643980451663,-0.4636724621302116,0.3822297454083549,0.08823606930284102,0.5376934129970593,-0.37443152412448655,0.14690138268669467,0.23643498373201402,-0.4750013167515285,0.16653580442207438,-0.4354480603868317,0.24146358653504219,-0.46979208607878115,0.2698139225137411,-0.2046281682647599,0.30158656322508176,0.1904231252482083,0.9371151613897657,-0.47896795023577254,0.16579596290545576,0.39429764308024035,0.06875405751720622,-0.2921350673755968,0.44204778386053817,-0.15813338100611335,200000
9,2.2795044531722413,3.4960042607402797,-1.8734104111526615,0.24547375839362312,-1.097334559631513,-0.6575825567518563,2.1736804074137317,0.19259329690497928,3.443631445363342,-0.7461229113321093,0.5150191348863099,1.5419789534674786,-0.028528695832938634,-0.2275799744839355,-0.1732062474109376,0.28232631627311067,-0.3190215238659635,0.06159830952030385,-1.6362519561516715,-0.035348271072302935,0.06509289089964607,0.2545728646720677,-0.2328373833730669,0.11122879776128267,0.9329130366054712,1.146164515888293,0.4763477061153704,-0.46411019485133503,-0.42812257114138924,1.1687314210027158,0.16154381914977273,-1.7965713460454766,-0.47990997287607284,1.3190271676868355,0.28263528763827084,0.659787018179269,-0.297986798968361,-0.9000849586085014,0.1286491946267917,0.29425064066057804,-1.4385929271184348,0.9324748766912788,-0.9184811532929698,-0.20449593447625675,0.6543237953132385,-0.22150038235744174,1.4229704397041498,-0.28801467413224546,0.051190634583918385,0.4031791642255967,-0.3491003571986951,-0.1319595322651086,-0.8288164533524424,-0.3651185206309585,-0.19037589573105287,0.0479845249230499,0.4922380784282654,0.6416415750522256,-0.19483000847904794,0.48976843912828427,0.07179297059720471,-0.08762238344792984,-0.49255126515422315,0.23398093846068208,0.5433630430337152,0.11631889390634023,-0.05131783144272478,0.3385563627198028,-0.1492506564221029,0.09591653987915391,-0.5066607729160594,0.6242895047535242,-0.05406098814173424,-0.4127369829162415,0.32217009826230864,0.2496866822682576,0.045433776326256795,0.17606741462432102,0.48532942875489826,0.6934808206534757,-0.3496177974129803,129900
10,0.1965795883664113,-2.6731193871060066,-2.212599135089858,1.3044202148700224,-0.2078459597874415,-2.6606892846046457,2.900471292059907,-0.35738679304433335,2.8661783305818638,0.005534979820694819,0.15134234258990445,1.8161875753008934,0.4913784546813527,0.5604899543019535,0.46333150474814305,-1.1190778534772876,-0.4922963175553422,-0.5817318407709138,-0.6539236378185641,0.2974211453139201,1.8142587236092378,-1.673068379266232,0.37869061547750954,-0.532756462369905,0.03652149517936492,1.4700808872099065,0.3725114063871253,-1.423500639973653,-1.1963703642058978,-1.078257293819325,-1.7942302006126558,-0.6735540241143811,-0.6932746475289003,0.37247128888460945,-1.066881758578174,0.20135999344379638,0.19577562230094014,-0.8282547261840095,-0.23366294663868475,0.020570091287495474,0.3140846918680345,0.2614556168905743,-0.6574723764050396,-0.5217374538373963,0.6630421662372764,0.28362368305664476,0.1885759243490832,0.006406431161783911,0.982708346031962,-0.8594732885864974,-0.2514795621840757,-0.07015495583560168,-0.9800791274250285,-0.70898223550877,-0.14916726298195168,-0.15879970795392181,0.23339764373181826,-0.1733246272594879,0.30519552405349964,-0.20850604953115337,0.7695066427861416,-0.3687459499828529,0.24281168777920648,0.012112842465708915,0.3813555767296013,-0.011864061248658507,0.008095602074226146,-0.2148110438586877,0.03528666997142449,0.36482666933714664,0.6758232100680834,0.5026497845024414,0.22060362865973082,-0.06027347424813986,0.5189637272732165,-0.25699309968363127,0.5721635612020348,0.1996299261409886,-0.37392339547420983,-0.47645230136891586,-0.7633503275800019,118000
