Id,SalePrice
1461,120048.8050050779
1462,164571.81501674288
1463,186869.5399416939
1464,177718.37890944802
1465,165444.35634931547
1466,169803.27720662407
1467,187028.55044435788
1468,169672.29180203308
1469,174071.03036345236
1470,123986.35887069044
1471,186953.40540044245
1472,121162.2917013304
1473,115305.84511271508
1474,164402.00260967814
1475,117394.96468498159
1476,305649.38163705607
1477,207689.90614331275
1478,254173.81254798998
1479,228569.9044478993
1480,420604.4320225167
1481,306930.1274208997
1482,172113.12014000132
1483,173183.43191346887
1484,152427.035458677
1485,177520.2895112477
1486,197218.33811491335
1487,312126.41884673317
1488,213375.05176677628
1489,167719.9726877216
1490,219479.81538872718
1491,184313.68108464306
1492,97325.11764037992
1493,205428.84925193267
1494,287999.0855552744
1495,295469.45693711477
1496,199947.50492672515
1497,174502.22068085373
1498,151466.47089800623
1499,168488.26848281806
1500,156850.98733145936
1501,179740.98411297164
1502,159137.9420260842
1503,244104.94457771938
1504,236399.61549599183
1505,204357.1939394645
1506,177541.70561066325
1507,258226.41215729847
1508,192444.15882897153
1509,158125.81260307413
1510,148682.88021155464
1511,141664.82065867627
1512,197522.0880731091
1513,138425.46947346805
1514,173860.66674963068
1515,199329.23240787658
1516,162825.02175085375
1517,165705.76887986643
1518,126319.01503248286
1519,201671.4823380389
1520,129369.09859023581
1521,125582.96138071871
1522,192248.40166831348
1523,108416.68502395845
1524,122927.29643453623
1525,117638.29439000851
1526,114208.86731445453
1527,122716.90193874357
1528,144782.73779143053
1529,142227.59752935855
1530,188843.6375820148
1531,129370.02865944774
1532,109317.98747080659
1533,156849.5181508017
1534,125544.30341529696
1535,159271.2024445455
1536,127869.19805913616
1537,86648.69587878895
1538,178667.19755531024
1539,201286.088193846
1540,119572.56578110038
1541,143598.380867366
1542,137257.13070163128
1543,186712.78237160863
1544,103185.47190721911
1545,117738.06129208292
1546,140503.32444184934
1547,152970.5143209416
1548,127678.32699083212
1549,113163.36256031708
1550,130024.65721261449
1551,133089.85146139323
1552,150545.50824124785
1553,145389.03590886566
1554,117310.781194335
1555,177065.97430205325
1556,102248.06922828004
1557,138093.72074250836
1558,102588.9301632901
1559,91840.0965253813
1560,153525.44579573307
1561,135866.38272599492
1562,134424.68812859227
1563,109601.44647220781
1564,159928.21337548376
1565,167943.18784319548
1566,227888.34015694802
1567,96019.1604034602
1568,227080.14731829992
1569,147691.45220243165
1570,139461.1278005048
1571,127421.18143588482
1572,141441.51502103783
1573,211833.68250098656
1574,122660.9304884956
1575,199062.0275046165
1576,228223.06334102873
1577,168767.79214653085
1578,143985.47530842002
1579,145021.62742774346
1580,183091.3937056349
1581,141080.78488224867
1582,136792.2309243216
1583,304854.42866365873
1584,225166.6940484269
1585,135128.3759725656
1586,86493.6882528817
1587,103942.87387463418
1588,145730.57943949438
1589,117348.08950713836
1590,129084.46182756365
1591,86908.52266182097
1592,128868.86591088962
1593,142011.53821585438
1594,140343.33630161884
1595,99805.15505592039
1596,193800.265060524
1597,166386.8844849975
1598,201603.9812508047
1599,162505.45758262015
1600,156788.364915441
1601,77410.47189657364
1602,120349.44788540463
1603,109015.65795214073
1604,215128.52195466595
1605,246414.27294171805
1606,168313.4765132795
1607,163711.17687987338
1608,209226.9056677145
1609,169751.49800522832
1610,158619.54370834967
1611,131836.69422001654
1612,166522.5282020041
1613,165977.2434165642
1614,140560.6684292628
1615,112326.11204493717
1616,95135.04301977393
1617,105745.2355126717
1618,117117.76482213545
1619,142297.93414201387
1620,233988.59350733808
