Id,SalePrice
1461,137917.07596558938
1462,208922.06683423909
1463,196948.66441025736
1464,209256.95594964054
1465,204310.75603347953
1466,177946.96270145327
1467,189637.66496959687
1468,160954.90222645126
1469,234653.30604044348
1470,126078.97735999012
1471,217304.99719811534
1472,102504.72027626903
1473,91152.51448027062
1474,172849.36432614728
1475,119303.73349335439
1476,323332.0859583511
1477,243520.15027801102
1478,284302.23142575973
1479,280720.1579691502
1480,436957.394560923
1481,318912.8524469798
1482,216367.95526305801
1483,204679.57871615293
1484,181299.58172470776
1485,197470.1796836694
1486,210611.7783569792
1487,309587.30736842495
1488,240356.55304157507
1489,193392.2865968835
1490,247425.86187763442
1491,219161.3829850233
1492,114241.13371097959
1493,225626.9079543525
1494,287803.9950430505
1495,298760.44161586737
1496,250694.2682000761
1497,188391.49507046942
1498,177904.21241211673
1499,159433.72800362643
1500,159200.54911602373
1501,184124.6107258648
1502,162048.80503232777
1503,305005.1421240247
1504,246033.4218756158
1505,232330.3129309146
1506,211309.5201329578
1507,268548.73347335024
1508,225276.678824095
1509,177656.98463438873
1510,158668.23713296378
1511,168595.24420026928
1512,212473.86658451357
1513,148538.5740696124
1514,179948.48335116528
1515,240389.00594819486
1516,191363.60971167948
1517,207766.89172477098
1518,142755.11575727386
1519,239959.81120702327
1520,136982.9752218387
1521,151749.72658032345
1522,205854.3773945451
1523,106500.97424742856
1524,133410.30027399762
1525,140469.50936454342
1526,131097.23435949828
1527,104942.6831202627
1528,158542.57678277668
1529,168104.3643020369
1530,230265.15300622143
1531,135578.8148308171
1532,134254.3292128529
1533,191814.10675293487
1534,128517.61509392789
1535,180423.49173014887
1536,122026.94687032705
1537,58411.90753123502
1538,213057.64695842797
1539,246741.91873371985
1540,115694.72124756011
1541,170598.90306808532
1542,161869.30116487213
1543,219440.19621156564
1544,110168.92429953253
1545,131000.55128430655
1546,149382.11479039412
1547,169380.32939720375
1548,159994.1202910515
1549,140532.58305801678
1550,148063.07576552924
1551,161035.15895659052
1552,156507.37818893988
1553,190997.89742269146
1554,133579.87594059965
1555,201937.67619025323
1556,123676.27977682708
1557,121280.7853652897
1558,110904.36990910303
1559,89074.03888077941
1560,162239.26368139294
1561,132665.24379795906
1562,136446.0886535748
1563,128709.52524957614
1564,186705.7341491775
1565,144014.38333802807
1566,291064.2853002505
1567,82136.57390442287
1568,251087.2017766508
1569,136955.85277853193
1570,153466.74236539725
1571,137609.16573938788
1572,169749.64871749352
1573,288030.283346711
1574,141309.51644012233
1575,283796.09985151584
1576,276321.34560931416
1577,194353.81570826148
1578,154152.527395642
1579,168817.78335892328
1580,195237.76123243716
1581,187212.55637345748
1582,140311.60024808193
1583,318314.1283307086
1584,231549.0169810084
1585,163233.36940204477
1586,64266.839408480446
1587,98641.0327218612
1588,190147.66188007194
1589,113205.16285227622
1590,152774.62900087546
1591,93560.3311749725
1592,134653.38573860325
1593,138438.65800917742
1594,146609.69991179794
1595,125846.67756796215
1596,249752.8282302902
1597,184514.56319183356
1598,218141.6310027684
1599,218851.0956462084
1600,203872.7121667065
1601,61113.93074640173
1602,132338.78174466875
1603,89315.30981788854
1604,276376.2071589893
1605,266883.70574200456
1606,203005.1931305901
1607,183357.38807257076
1608,224990.6663504304
1609,193810.05411963357
1610,136418.33781000256
1611,153459.6309370824
1612,184561.2336544604
1613,156427.342464203
1614,149559.89971179017
1615,95752.74156767322
1616,63897.22418273179
1617,85755.44723489678
1618,119862.51175670778
1619,162300.3541059208
1620,179814.83427823504
1621,144249.28891642662
1622,150915.71856473293
1623,297039.9131872524
1624,243438.29125015056
1625,150254.46471108458
1626,187864.09966711115
1627,205158.84918266357
1628,293044.41648395406
1629,174928.92600424433
1630,351307.5306724439
1631,216021.09403092755
1632,250451.30283340084
1633,180319.08358164312
1634,197840.6735811312
1635,184277.50520917904
1636,161346.3655750305
1637,212530.4391622058
1638,215308.4240690446
1639,200727.54400530766
1640,271230.62391088385
1641,195724.2621622875
1642,244410.3028755472
1643,223803.76196396572
1644,228719.13431022395
1645,254145.9780355019
1646,183925.5635777652
1647,188645.06601889286
1648,136819.93081601226
1649,150801.15264544552
1650,124285.51253733634
1651,121177.12544620881
1652,103066.14606578709
1653,109495.06912374057
1654,158622.32184801792
1655,166123.97928020317
1656,152404.63535951352
1657,155689.25906823672
1658,163908.1884729974
1659,126374.63662550118
1660,157855.36580241923
1661,401820.0840099277
1662,343068.3722323491
1663,355014.50926980213
1664,466189.650129751
1665,293264.7086927959
1666,339560.22395580634
1667,357627.15032343456
1668,323078.9084862606
1669,292946.55891215696
1670,332993.6139270973
1671,271419.81270180235
1672,390544.52210371714
1673,279816.28829842806
1674,242694.33006260984
1675,214514.20159504123
1676,213905.07760569532
1677,226509.47861927198
1678,441964.60882495996
1679,373820.16260264703
1680,303269.5864355605
1681,248751.24188211325
1682,315014.0565540675
1683,192183.8870037557
1684,184030.60109870863
1685,193655.1278886418
1686,189982.2099903994
1687,183698.88398524228
1688,205424.39446138812
1689,214731.77870177806
1690,208755.8504814996
1691,197864.69729973632
1692,262925.22489549225
1693,188004.35845491927
1694,182832.97336140517
1695,156917.15806723258
1696,291573.02127324365
1697,162825.73293566247
1698,340334.2407988368
1699,319832.2806678539
1700,257824.25716081564
1701,273520.29801992903
1702,255501.25590589576
1703,251715.02676469434
1704,290220.51479919977
1705,248204.7414410307
1706,422938.2289912463
1707,207053.75479060892
1708,200696.09122191896
1709,266412.6431869496
1710,222900.2194345871
1711,249913.8408798819
1712,244070.01542899164
1713,277321.0218903016
1714,231895.35809790806
1715,215624.24826338608
1716,197450.60126017092
1717,175690.8443958078
1718,147611.84631934448
1719,234492.992388719
1720,273837.3760494345
1721,188499.9328473004
1722,141658.3269878175
1723,170793.69532919952
1724,214048.63631761045
1725,253742.1332359824
1726,195703.9606512647
1727,175111.9218094881
1728,198733.07466484813
1729,180235.65963123366
1730,167571.86137651233
1731,133879.31055091607
1732,129337.75540903755
1733,124105.80366028912
1734,131085.3753987326
1735,155578.68897527535
1736,116391.09350726975
1737,355387.80136598326
1738,252478.44445399003
1739,268835.8228391419
1740,202738.34504534813
1741,192063.4175858312
1742,184045.18302407407
1743,190078.44041687934
1744,324267.05482528027
1745,256283.33977350552
1746,223999.83858236292
1747,249567.215392789
1748,233023.21698868004
1749,178612.40679233894
1750,173650.71449791666
1751,262653.6986841275
1752,128082.30601014095
1753,169463.9906265471
1754,228022.16257670103
1755,196993.99033409718
1756,144605.24803725694
1757,126685.7462453337
1758,153544.4561620463
1759,184122.24103788464
1760,184393.9045443147
1761,187158.25299193605
1762,190073.53280888931
1763,212439.2179735309
1764,115542.50944216718
1765,228532.0052898538
1766,226630.39290371767
1767,269186.89605946274
1768,174289.01109809
1769,206434.59956104698
1770,188385.2644447299
1771,132703.43005127663
1772,162963.34542947853
1773,141516.8583191723
1774,160584.4630228507
1775,163334.9372496522
1776,138479.2395063994
1777,117793.65315448647
1778,180064.918762501
1779,128119.24397567866
1780,208661.5264931391
1781,146008.27119803015
1782,70482.04327661931
1783,145894.64696459708
1784,108066.79424469505
1785,149646.0165371262
1786,187576.38349904312
1787,198883.85497592416
1788,31133.2204147772
1789,130801.44903473805
1790,75630.89193672803
1791,206898.1033836472
1792,189605.9652019954
1793,158713.4534412056
1794,200929.71938785582
1795,159751.31293714923
1796,136883.97743997013
1797,157774.5506008458
1798,120415.01164143512
1799,107476.30571111648
1800,122822.20130759843
1801,123685.48054053853
1802,158268.42725826774
1803,161262.33907459208
1804,176285.49455859853
1805,157123.2030605671
1806,156004.16703352105
1807,173350.22968122043
1808,150331.40728851574
1809,151514.88614102028
1810,160909.94145074583
1811,93169.31792658148
1812,118668.75842296984
1813,141323.36313068058
1814,100835.95329813276
1815,45030.05196392897
1816,124607.94435114134
1817,128386.46642622417
1818,186042.29322837264
1819,137926.66724463322
1820,52141.43782550935
1821,127903.38326570757
1822,167551.58982598124
1823,38736.82088171842
1824,150229.13334655756
